,base,system,calc,E_FDET_MP,kernel_tot,E_FDET_HF,E_linFDET_HF,E_ref_HF,E_ref_HF_CP,E_ref_MP,E_ref_MP_CP
0,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_2MeOH,MC-nopp,-0.017012342900081433,6.430185096986775e-05,-0.018880871200081605,-0.018880871200081605,-0.015615429000064296,-0.012662554100046464,-0.03751192020006444,-0.02845918360004651
1,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_2MeOH,MC-pp_Mulliken,-0.020152387200016157,6.118035516528585e-05,-0.02269274190001596,-0.02269274190001596,-0.015615429000064296,-0.012662554100046464,-0.03751192020006444,-0.02845918360004651
2,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_2MeOH,MC-pp_ChelPG,-0.02106279350009501,5.92919889732855e-05,-0.02398814740009516,-0.02398814740009516,-0.015615429000064296,-0.012662554100046464,-0.03751192020006444,-0.02845918360004651
3,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_2MeOH,FT-ME,-0.02084565029992421,8.20005137456733e-05,-0.02493270359992413,-0.02493270359992413,-0.015615429000064296,-0.012662554100046464,-0.03751192020006444,-0.02845918360004651
4,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_formate,MC-nopp,-0.04108983969993187,3.543409532902141e-06,-0.04141348199993202,-0.04141348199993202,-0.05743153109997934,-0.05374079020000977,-0.07256079819997907,-0.06298168800000947
5,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_formate,MC-pp_Mulliken,-0.04753199469992254,4.2377973081311185e-06,-0.04976869759992276,-0.04976869759992276,-0.05743153109997934,-0.05374079020000977,-0.07256079819997907,-0.06298168800000947
6,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_formate,MC-pp_ChelPG,-0.049027404500001,4.6578945061098145e-06,-0.05212046260000116,-0.05212046260000116,-0.05743153109997934,-0.05374079020000977,-0.07256079819997907,-0.06298168800000947
7,/home/ricardi/NEG_GS/cc-pVTZ,7HQ_formate,FT-ME,-0.04867658469998578,5.364216839142026e-05,-0.05472369249998595,-0.05472369249998595,-0.05743153109997934,-0.05374079020000977,-0.07256079819997907,-0.06298168800000947
8,/home/ricardi/NEG_GS/cc-pVTZ,Uracil_5H2O,MC-nopp,-0.051256975999994986,0.00018946517158999437,-0.05930105729999499,-0.05930105729999499,-0.057837652399996387,-0.05077024619998838,-0.0826764950999963,-0.06386921169998838
9,/home/ricardi/NEG_GS/cc-pVTZ,Uracil_5H2O,MC-pp_Mulliken,-0.05932887330007798,0.0001786413821418294,-0.0699407302000782,-0.0699407302000782,-0.057837652399996387,-0.05077024619998838,-0.0826764950999963,-0.06386921169998838
10,/home/ricardi/NEG_GS/cc-pVTZ,Uracil_5H2O,MC-pp_ChelPG,-0.06029088390008519,0.00017682168150971283,-0.07153432680008531,-0.07153432680008531,-0.057837652399996387,-0.05077024619998838,-0.0826764950999963,-0.06386921169998838
11,/home/ricardi/NEG_GS/cc-pVTZ,Uracil_5H2O,FT-ME,-0.059581729600148556,0.00016214712874093446,-0.07344831220014851,-0.07344831220014851,-0.057837652399996387,-0.05077024619998838,-0.0826764950999963,-0.06386921169998838
12,/home/ricardi/NEG_GS/cc-pVTZ,XVI_2HCOOH,MC-nopp,,,,,-0.0515006609999773,-0.048150703899978,-0.07070982429997752,-0.0593399291999781
13,/home/ricardi/NEG_GS/cc-pVTZ,XVI_2HCOOH,MC-pp_Mulliken,,,,,-0.0515006609999773,-0.048150703899978,-0.07070982429997752,-0.0593399291999781
14,/home/ricardi/NEG_GS/cc-pVTZ,XVI_2HCOOH,FT-ME,,,,,-0.0515006609999773,-0.048150703899978,-0.07070982429997752,-0.0593399291999781
