,base,system,calc,E_FDET_MP,kernel_tot,E_FDET_HF,E_ref_HF,E_ref_HF_CP,E_ref_MP,E_ref_MP_CP
0,/home/ricardi/NEG_GS,7HQ_2MeOH,MC-SE-nopp,-0.017356442000070423,0.0004910461799232792,-0.019218759700070538,-0.015072384199982025,-0.012701259799939635,-0.03682099119998228,-0.02784545739993971
1,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-SE,-0.0225735314999296,0.001355446284210411,-0.026880452599929695,-0.015072384199982025,-0.012701259799939635,-0.03682099119998228,-0.02784545739993971
2,/home/ricardi/NEG_GS,7HQ_formate,MC-SE-nopp,-0.03667998160003917,0.0005193633106745476,-0.036926416300039136,-0.05251127330004124,-0.05145076610006072,-0.06375511090004138,-0.05814250800006093
3,/home/ricardi/NEG_GS,7HQ_formate,FT-SE,-0.05305948059999226,0.00122661661118634,-0.06114674569999217,-0.05251127330004124,-0.05145076610006072,-0.06375511090004138,-0.05814250800006093
4,/home/ricardi/NEG_GS,Uracil_5H2O,MC-SE-nopp,-0.050741997700109745,0.0010039324245702868,-0.058470388300109824,-0.05332406050001737,-0.05000487810002596,-0.07403827910001737,-0.061545247200025965
5,/home/ricardi/NEG_GS,Uracil_5H2O,FT-SE,-0.06290738670004897,0.002570372563984325,-0.07695218450004898,-0.05332406050001737,-0.05000487810002596,-0.07403827910001737,-0.061545247200025965
6,/home/ricardi/NEG_GS,XVI_2HCOOH,MC-SE-nopp,-0.0426901581998729,0.0006125100049099533,-0.05029794169987303,-0.05025593089999347,-0.04754930469999863,-0.06987988609999363,-0.05821792069999843
7,/home/ricardi/NEG_GS,XVI_2HCOOH,FT-SE,-0.055372978600109896,0.0018712963400825035,-0.07009768900011024,-0.05025593089999347,-0.04754930469999863,-0.06987988609999363,-0.05821792069999843
