,base,system,calc,E_FDET_HF,E_linFDET_HF,E_ref_HF,E_ref_HF_CP,E_ref_MP,E_ref_MP_CP
0,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-ME,-16.031161381126235,-16.03182747556074,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
1,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-ME,-16.048638782973473,-16.04863884572377,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
2,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-ME,-11.902202622449762,-11.924019646753756,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
3,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-ME,-16.048367074197106,-16.0483690822067,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
4,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-ME,-16.048641983178307,-16.048641983178307,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
5,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-ME,-16.048645559986962,-16.04864549723667,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
6,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-ME,-16.048642171428128,-16.04864210867782,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
7,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-ME,-16.04864204597879,-16.048641983228492,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
8,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-ME,-16.04864417942006,,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
9,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-SE,-16.867561824122173,-16.867561824122177,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
10,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-SE,-16.867560569112683,-16.86756063186298,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
11,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-SE,-16.839511185017848,-16.84037544489975,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
12,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-SE,-16.867363344866927,-16.86736710988494,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
13,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-SE,-12.059370475084327,-12.085112216901825,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
14,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-SE,-16.867564647921764,-16.86756471067207,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
15,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-SE,-16.86756577731137,-16.86756577731137,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
16,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-SE,-16.867566091073574,-16.86756609107357,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
17,/home/ricardi/NEG_GS,7HQ_2MeOH,FT16-SE,-16.86756571457891,-16.86756571457891,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
18,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-SE,-16.867564710563983,,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
19,/home/ricardi/NEG_GS,7HQ_formate,FT2-ME,-33.49103150719819,-33.48251767199479,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
20,/home/ricardi/NEG_GS,7HQ_formate,FT6-ME,-33.60656510059886,-33.60656328084017,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
21,/home/ricardi/NEG_GS,7HQ_formate,FT0-ME,-23.133594748818517,-23.07892091443091,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
22,/home/ricardi/NEG_GS,7HQ_formate,FT4-ME,-33.60451962903963,-33.604392810683336,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
23,/home/ricardi/NEG_GS,7HQ_formate,FT8-ME,-33.60650818600238,-33.606508123252084,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
24,/home/ricardi/NEG_GS,7HQ_formate,FT10-ME,-33.60649889902675,-33.606498961777056,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
25,/home/ricardi/NEG_GS,7HQ_formate,FT14-ME,-33.606498334262454,-33.60649839701276,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
26,/home/ricardi/NEG_GS,7HQ_formate,FT18-ME,-33.60650109521693,-33.60650109521693,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
27,/home/ricardi/NEG_GS,7HQ_formate,FT12-ME,-33.6065027895165,-33.6065028522668,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
28,/home/ricardi/NEG_GS,7HQ_formate,FT16-ME,-33.60650084425247,-33.60650078150217,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
29,/home/ricardi/NEG_GS,7HQ_formate,FT-ME,-33.60650021676838,,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
30,/home/ricardi/NEG_GS,7HQ_formate,FT8-SE,-38.36967023350429,-38.36966697048868,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
31,/home/ricardi/NEG_GS,7HQ_formate,FT6-SE,-38.368213799024765,-38.36814878971396,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
32,/home/ricardi/NEG_GS,7HQ_formate,FT2-SE,-37.89840788774066,-37.872628997745565,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
33,/home/ricardi/NEG_GS,7HQ_formate,FT4-SE,-38.34756054184656,-38.346273658694166,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
34,/home/ricardi/NEG_GS,7HQ_formate,FT0-SE,-23.16889166709763,-23.119726242294945,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
35,/home/ricardi/NEG_GS,7HQ_formate,FT12-SE,-38.36976197446841,-38.369762037218706,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
36,/home/ricardi/NEG_GS,7HQ_formate,FT22-SE,-38.369766115998736,-38.36976611599874,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
37,/home/ricardi/NEG_GS,7HQ_formate,FT18-SE,-38.369767496477465,-38.369767496477465,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
38,/home/ricardi/NEG_GS,7HQ_formate,FT20-SE,-38.36976919077795,-38.36976919077795,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
39,/home/ricardi/NEG_GS,7HQ_formate,FT24-SE,-38.36976680624881,-38.36976680624881,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
40,/home/ricardi/NEG_GS,7HQ_formate,FT26-SE,-38.36976693175388,-38.36976699450418,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
41,/home/ricardi/NEG_GS,7HQ_formate,FT14-SE,-38.36976887701092,-38.369768877010905,-32.95098152959578,-32.285510080086404,-40.00652335510867,-36.484598197562235
