,base,system,calc,E_FDET_HF,E_linFDET_HF,E_ref_HF,E_ref_HF_CP,E_ref_MP,E_ref_MP_CP
0,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-ME,-16.198175006843936,-16.03182747556074,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
1,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-ME,-16.05000523350627,-16.04863884572377,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
2,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-ME,-8.59841162650856,-11.924019646753756,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
3,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-ME,-16.0657925187556,-16.0483690822067,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
4,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-ME,-16.048748784188906,-16.048641983178307,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
5,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-ME,-16.048653278273868,-16.04864549723667,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
6,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-ME,-16.048642171428124,-16.04864210867782,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
7,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-ME,-16.048642547981196,-16.048641983228492,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
8,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-ME,-16.04864417942006,,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
9,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-SE,-16.86798356888848,-16.867561824122177,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
10,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-SE,-16.87211743314838,-16.86756063186298,-9.45796630264132,-7.970078628241522,-23.10528244096248,-17.47310805483437
