,base,system,calc,densdiff_FDET_ref,densdiff_iso_ref,densdiff_iso_FDET,M_value
0,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-MC-ME,0.07544135439556107,0.36765407037559034,0.3318093131267051,0.015303914736052733
1,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-MC-ME,0.23112485713087222,0.36765407037559034,0.1711586361147276,0.12268858095333497
2,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-MC-ME,0.07263054104985155,0.36765407037559034,0.34451902934737844,0.01305920998679053
3,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-MC-ME,0.07263050453777598,0.36765407037559034,0.3445192748358218,0.013059188859232598
4,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-MC-ME,0.07273661237504198,0.36765407037559034,0.3436671939270884,0.0131431841933135
5,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-MC-ME,0.0726310548609827,0.36765407037559034,0.3445154074109543,0.013059529405972449
6,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-MC-ME,0.07263050195022122,0.36765407037559034,0.34451929153885646,0.013059187518128627
7,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-MC-ME,0.07263814559201515,0.36765407037559034,0.3444617660305133,0.013064436809620595
8,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-ME,0.07263050172601787,0.36765407037559034,0.344519292427194,0.013059187422304667
9,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-MC-SE,0.059250630575514274,0.3619111261042231,0.3428838719391254,0.007191883871351869
10,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-MC-SE,0.05925995563438104,0.3619111261042231,0.3427735476818634,0.007200811040595097
11,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-MC-SE,0.05925142463273032,0.3619111261042231,0.34287513791505975,0.007192605142358595
12,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-MC-SE,0.059250557636183795,0.3619111261042231,0.3428846252959196,0.007191820230463601
13,/home/ricardi/NEG_GS,7HQ_2MeOH,FT16-MC-SE,0.05925055036911857,0.3619111261042231,0.342884696017982,0.007191814196882446
14,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-MC-SE,0.22848052559576243,0.3619111261042231,0.1702451794144142,0.12146881570044571
15,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-MC-SE,0.05925055093005141,0.3619111261042231,0.3428846903839721,0.007191814659050465
16,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-MC-SE,0.06312441912451405,0.3619111261042231,0.32736107769854095,0.009862495625532403
17,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-MC-SE,0.059371073555569615,0.3619111261042231,0.34158803602262056,0.007302231414148137
18,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-SE,0.05925055030268662,0.3619111261042231,0.34288469643493896,0.007191814151160034
19,/home/ricardi/NEG_GS,7HQ_formate,FT2-MC-ME,0.12633920294549647,0.6729942238667983,0.6054585463777684,0.04705192741285895
20,/home/ricardi/NEG_GS,7HQ_formate,FT0-MC-ME,0.3158064242947056,0.6729942238667983,0.434709644278163,0.20548676762965543
21,/home/ricardi/NEG_GS,7HQ_formate,FT10-MC-ME,0.11353396928892229,0.6729942238667983,0.6266478569062592,0.035873429072212845
22,/home/ricardi/NEG_GS,7HQ_formate,FT12-MC-ME,0.11353230802488531,0.6729942238667983,0.626651550211853,0.03587211560039284
23,/home/ricardi/NEG_GS,7HQ_formate,FT4-MC-ME,0.11469442191148163,0.6729942238667983,0.6241485016006243,0.03680983580942743
24,/home/ricardi/NEG_GS,7HQ_formate,FT18-MC-ME,0.11353208416808466,0.6729942238667983,0.6266520477017986,0.0358719388406253
25,/home/ricardi/NEG_GS,7HQ_formate,FT8-MC-ME,0.11354794403730292,0.6729942238667983,0.6266167806974292,0.03588448946042874
26,/home/ricardi/NEG_GS,7HQ_formate,FT14-MC-ME,0.11353211042775271,0.6729942238667983,0.6266519893306466,0.035871959535043074
27,/home/ricardi/NEG_GS,7HQ_formate,FT6-MC-ME,0.1136659915185575,0.6729942238667983,0.626355241427561,0.035978109133182806
28,/home/ricardi/NEG_GS,7HQ_formate,FT16-MC-ME,0.11353208690099952,0.6729942238667983,0.6266520415574213,0.03587194106465176
29,/home/ricardi/NEG_GS,7HQ_formate,FT-ME,0.11353208402768122,0.6729942238667983,0.6266520482199753,0.03587193858352615
30,/home/ricardi/NEG_GS,7HQ_formate,FT10-MC-SE,0.06578697848477624,0.6701584338754458,0.6429915932252015,0.006872804745026244
31,/home/ricardi/NEG_GS,7HQ_formate,FT24-MC-SE,0.06578516615680995,0.6701584338754458,0.64307956727138,0.006876015830182524
32,/home/ricardi/NEG_GS,7HQ_formate,FT6-MC-SE,0.06587587850136042,0.6701584338754458,0.6413273409142497,0.006852287014077815
33,/home/ricardi/NEG_GS,7HQ_formate,FT20-MC-SE,0.06578516702284973,0.6701584338754458,0.643079519536815,0.006876014159344657
34,/home/ricardi/NEG_GS,7HQ_formate,FT8-MC-SE,0.06579546379759588,0.6701584338754458,0.6426875696445573,0.006863389271540557
35,/home/ricardi/NEG_GS,7HQ_formate,FT12-MC-SE,0.06578553961538522,0.6701584338754458,0.6430598042176278,0.006875286592599727
36,/home/ricardi/NEG_GS,7HQ_formate,FT22-MC-SE,0.06578516630985595,0.6701584338754458,0.6430795585145601,0.006876015497249687
37,/home/ricardi/NEG_GS,7HQ_formate,FT16-MC-SE,0.06578518456418903,0.6701584338754458,0.6430785717471779,0.006875979010407665
