,base,system,calc,densdiff_FDET_ref,densdiff_iso_ref,densdiff_iso_FDET,M_value
0,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-MC-ME,47.44623329090596,230.70403212289412,208.14486458329117,9.606403481800426
1,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-MC-ME,145.03154122419375,230.70403212289412,107.40255763789992,76.98745261396054
2,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-MC-ME,45.575883275938665,230.70403212289412,216.18672404580562,8.194693782548855
3,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-MC-ME,45.57585954534275,230.70403212289412,216.18687851126495,8.194680261909532
4,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-MC-ME,45.64062221610936,230.70403212289412,215.65156802280006,8.249008054568634
5,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-MC-ME,45.57621404549731,230.70403212289412,216.1844454577244,8.194899798387933
6,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-MC-ME,45.57585787232018,230.70403212289412,216.18688899743802,8.194679329107897
7,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-MC-ME,45.58079531047946,230.70403212289412,216.15068832242358,8.198047143365272
8,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-ME,45.5758577245814,230.70403212289412,216.18688955594152,8.194679285058447
9,/home/ricardi/NEG_GS,7HQ_2MeOH,FT10-MC-SE,37.17994702087602,227.10031736377832,215.16065934788267,4.512928268793163
10,/home/ricardi/NEG_GS,7HQ_2MeOH,FT6-MC-SE,37.185539239848644,227.10031736377832,215.0915489962041,4.518472456226537
11,/home/ricardi/NEG_GS,7HQ_2MeOH,FT8-MC-SE,37.18042360909523,227.10031736377832,215.1551898729707,4.513376165601117
12,/home/ricardi/NEG_GS,7HQ_2MeOH,FT12-MC-SE,37.17990255515298,227.10031736377832,215.1611311452803,4.512888757623975
13,/home/ricardi/NEG_GS,7HQ_2MeOH,FT0-MC-SE,143.37221525291773,227.10031736377832,106.82936081808316,76.2220462584768
14,/home/ricardi/NEG_GS,7HQ_2MeOH,FT14-MC-SE,37.1798984794941,227.10031736377832,215.1611718732408,4.51288526808104
15,/home/ricardi/NEG_GS,7HQ_2MeOH,FT2-MC-SE,39.67752333368635,227.10031736377832,205.37583099393768,6.224255131467154
16,/home/ricardi/NEG_GS,7HQ_2MeOH,FT4-MC-SE,37.24799660566892,227.10031736377832,214.34923560112776,4.581350559413741
17,/home/ricardi/NEG_GS,7HQ_2MeOH,FT-SE,37.179898066586766,227.10031736377832,215.1611756670135,4.512884955295376
18,/home/ricardi/NEG_GS,7HQ_formate,FT2-MC-ME,79.13391925868866,422.30589445908754,379.9957877883914,29.140252674447947
19,/home/ricardi/NEG_GS,7HQ_formate,FT0-MC-ME,198.16947866420068,422.30589445908754,272.7816059134801,128.9435631479117
20,/home/ricardi/NEG_GS,7HQ_formate,FT10-MC-ME,71.2429080002146,422.30589445908754,393.2234350333558,22.51067007916565
21,/home/ricardi/NEG_GS,7HQ_formate,FT12-MC-ME,71.241864049292,422.30589445908754,393.2257306827711,22.509858486149376
22,/home/ricardi/NEG_GS,7HQ_formate,FT4-MC-ME,71.96791930205904,422.30589445908754,391.67151771877957,23.09032683498646
23,/home/ricardi/NEG_GS,7HQ_formate,FT18-MC-ME,71.2417234034747,422.30589445908754,393.22603991783956,22.509749228599762
24,/home/ricardi/NEG_GS,7HQ_formate,FT8-MC-ME,71.25168721779725,422.30589445908754,393.20412039619055,22.517504744168114
25,/home/ricardi/NEG_GS,7HQ_formate,FT14-MC-ME,71.24173991501794,422.30589445908754,393.2260036125669,22.509762038355817
26,/home/ricardi/NEG_GS,7HQ_formate,FT6-MC-ME,71.32584353689914,422.30589445908754,393.0415453568508,22.575302535928163
27,/home/ricardi/NEG_GS,7HQ_formate,FT16-MC-ME,71.24172513112251,422.30589445908754,393.22603607921667,22.50975059616218
28,/home/ricardi/NEG_GS,7HQ_formate,FT-ME,71.24172332362205,422.30589445908754,393.2260402141792,22.509749076978412
29,/home/ricardi/NEG_GS,7HQ_formate,FT10-MC-SE,41.28218667337412,420.52642773214393,403.4797204736718,4.312848623227228
30,/home/ricardi/NEG_GS,7HQ_formate,FT24-MC-SE,41.280389147685625,420.52642773214393,403.5343577140535,4.314720558086548
31,/home/ricardi/NEG_GS,7HQ_formate,FT6-MC-SE,41.348118645058925,420.52642773214393,402.4459899596319,4.301156050542655
32,/home/ricardi/NEG_GS,7HQ_formate,FT20-MC-SE,41.280390052204844,420.52642773214393,403.5343280680799,4.314719557392989
33,/home/ricardi/NEG_GS,7HQ_formate,FT8-MC-SE,41.28972902758646,420.52642773214393,403.2908914902829,4.307382072397529
34,/home/ricardi/NEG_GS,7HQ_formate,FT12-MC-SE,41.2807733132439,420.52642773214393,403.52208363911564,4.314295340069345
35,/home/ricardi/NEG_GS,7HQ_formate,FT22-MC-SE,41.28038931129984,420.52642773214393,403.5343522778815,4.314720313193663
36,/home/ricardi/NEG_GS,7HQ_formate,FT16-MC-SE,41.28040822935284,420.52642773214393,403.5337394869382,4.31469911435655
37,/home/ricardi/NEG_GS,7HQ_formate,FT0-MC-SE,198.4960720972114,420.52642773214393,271.0190479181422,129.1255694973641
38,/home/ricardi/NEG_GS,7HQ_formate,FT14-MC-SE,41.28047438142739,420.52642773214393,403.53160055613165,4.3146247859097215
39,/home/ricardi/NEG_GS,7HQ_formate,FT2-MC-SE,56.34280793647296,420.52642773214393,380.61911572486207,16.042659344026266
