,base,system,calc,E_FDET_MP,kernel_tot,E_FDET_HF,E_linFDET_HF,E_ref_HF,E_ref_HF_CP,E_ref_MP,E_ref_MP_CP
0,/home/ricardi/NEG_GS/aug-cc-pVTZ,7HQ_formate,MC-nopp,,,,,-0.052379071900020335,-0.051960759000024836,-0.06674159900002019,-0.06129338850002475
1,/home/ricardi/NEG_GS/aug-cc-pVTZ,7HQ_formate,FT-ME,,,,,-0.052379071900020335,-0.051960759000024836,-0.06674159900002019,-0.06129338850002475
2,/home/ricardi/NEG_GS/aug-cc-pVTZ,Uracil_5H2O,MC-nopp,-0.05098605710004059,0.0003032507302872811,-0.0584404643000406,-0.0584404643000406,-0.05137515509994728,-0.05040065840000807,-0.07841081699994734,-0.06653891850000804
3,/home/ricardi/NEG_GS/aug-cc-pVTZ,Uracil_5H2O,MC-pp_Mulliken,-0.06222397439996531,0.0002859912652460651,-0.0723171392999651,-0.0723171392999651,-0.05137515509994728,-0.05040065840000807,-0.07841081699994734,-0.06653891850000804
4,/home/ricardi/NEG_GS/aug-cc-pVTZ,Uracil_5H2O,MC-pp_ChelPG,-0.06285896319990911,0.0002931697094882722,-0.07318047099990896,-0.07318047099990896,-0.05137515509994728,-0.05040065840000807,-0.07841081699994734,-0.06653891850000804
5,/home/ricardi/NEG_GS/aug-cc-pVTZ,Uracil_5H2O,FT-ME,-0.062248687399990996,0.0003000132105317033,-0.07565712309999094,-0.07565712309999094,-0.05137515509994728,-0.05040065840000807,-0.07841081699994734,-0.06653891850000804
